loan_no,loan_date,default,balance,DSCR,campaign,interest,payment,total_income,loan_amount
833693,21/07/2021,no,3,2.51,Banking,9.79335799,3489.41,17517,62809
833956,15/05/2021,no,567,4.59,Banking,7.653036044,839.27,7704,15106
834126,17/04/2021,no,-3058,13.667,Banking,6.5,449.38,12283,21570
834219,03/09/2021,no,313,4.048,Banking,14.68649659,4998.6,40468,89974
834408,21/08/2021,no,0,4.624,Digital,2.04,1941.35,17954,93184
834448,30/01/2021,no,4,3.071,Digital,1.54,11157.02,68530,535536
834565,14/05/2021,no,1452,2.416,Digital,12.5,9212.15,44509,442183
834656,30/05/2021,no,1036,4.256,Banking,10.93583366,752.32,6403,13541
834810,26/05/2021,yes,-551,4.961,Digital,13.14950537,8060.75,79979,290187
834864,05/08/2021,no,66,12.384,?,3.5,504.67,12500,24224
834909,16/05/2021,no,62,4.938,Digital,2.5,1546.04,15269,74209
835207,09/05/2021,no,-39,1.376,Banking,4.511232242,1179.53,3245,21231
835225,24/11/2021,no,293,1.47,Banking,10.12164223,261.2,768,4701
835311,09/05/2021,no,27,3.35,Digital,2.5,2926.11,19606,140453
835312,19/11/2021,no,792,5.232,Digital,1.75,1831.33,19164,87903
835348,20/06/2021,no,4777,4.114,Banking,2.5,3930.24,32339,188651
835417,07/07/2021,no,85,3.44,Digital,7,5416.16,37265,259975
835418,16/06/2021,yes,-435,1.753,Banking,3.032737083,275.25,965,4954
835470,18/11/2021,no,484,4.034,Digital,9.25,2052.3,16559,98510
835991,27/08/2021,no,60,3.477,Digital,2.165,4720.81,32830,226598
836114,19/11/2021,no,997,4.667,Banking,5.717381281,670.32,6257,12065
836262,05/02/2021,no,0,2.599,Banking,3.113459266,4971.89,25847,89494
836480,14/08/2021,no,2836,4.944,Digital,4.495208539,6997.98,69199,251927
836628,23/05/2021,no,1572,1.986,Banking,11.07014726,7425.67,29496,133662
836736,23/05/2021,no,59,3.773,Digital,3.085,2253.5,17004,108168
836785,21/11/2021,no,81,4.467,Digital,5.403969757,1797.35,16056,64704
836981,08/07/2021,yes,-110,4.548,Banking,8.695898019,11225.27,102110,202054
837085,04/10/2021,no,137,3.091,Digital,1.675,3713.74,22957,178259
837162,17/07/2021,no,119,4.739,Digital,2,1723.95,16339,82749
837232,05/05/2021,no,994,28.774,Digital,8.5,183.83,10579,8823
837361,07/07/2021,no,-305,5.967,Banking,11.5,1365.18,16292,65528
837364,05/05/2021,no,341,3.347,Banking,9.290545705,1148.77,7690,20677
837454,22/07/2021,no,268,3.537,Banking,9.75,6683.12,47272,320789
837497,21/11/2021,no,294,3.169,Banking,10.80561042,478.55,3033,8613
837880,06/05/2021,no,123,7.717,Digital,4.5,839.07,12951,40275
837989,19/06/2021,no,508,3.012,Digital,2.75,7156.49,43106,343511
838047,14/08/2021,no,584,6.396,Banking,1.54,1142.15,14610,54823
838232,07/07/2021,no,69,2.915,Digital,1.54,5357.77,31238,257172
838700,29/01/2021,no,152,2.209,Banking,7.170084567,810.46,3581,14588
838730,15/05/2021,no,0,2.769,Banking,10,8193.62,45372,393293
838869,20/05/2021,no,-93,4.557,Digital,2.04,2754.49,25103,132215
839050,28/08/2021,no,1013,3.304,Digital,2.175,6295.28,41602,302173
839227,08/05/2021,no,832,6.498,Banking,3.5,1306.49,16979,62711
839276,06/08/2021,no,248,13.836,Banking,3.5,408.68,11309,19616
839343,02/06/2021,no,238,10.067,Digital,12.5,653.21,13152,31354
839894,04/02/2021,yes,-849,2.678,Banking,11.06719853,1886.23,10104,33952
839906,18/07/2021,no,1720,2.899,Digital,1.425,4175.25,24204,200412
839915,04/07/2021,no,43,2.948,Digital,2.415,4218.54,24875,202489
840024,28/05/2021,no,77,1.86,Digital,8.101238119,5325.89,19812,191732
840307,20/11/2021,no,75,3.361,Digital,10,5123.33,34443,245919
840360,20/06/2021,no,258,3.384,Banking,5.542052788,9839.37,66602,177108
840422,07/07/2021,no,0,4.282,Banking,2.5,3219.95,27578,154557
841171,18/05/2021,no,576,8.24,Digital,6,859.14,14158,41238
841300,26/05/2021,no,19,2.361,Digital,5.390843365,671.98,3173,24191
841582,21/11/2021,no,-525,13.495,Digital,10,451.04,12174,21649
842039,08/07/2021,no,33,4.42,Banking,10.81071486,2113.28,18680,38039
842042,05/08/2021,no,3,2.702,Digital,4.947507388,3617.63,19550,130234
842051,28/10/2021,no,3463,4.748,Banking,2.415,2419.68,22977,116144
842131,12/05/2021,no,10,4.948,Banking,5.632740146,7448.83,73710,134078
842313,20/11/2021,no,1379,4.137,Digital,10.125,2664.64,22047,127902
842405,14/08/2021,no,1452,4.179,Digital,6.21,2860.69,23912,137313
842581,05/06/2021,no,-491,2.811,Banking,9.303789214,2792.45,15700,50264
842643,22/06/2021,no,2061,3.673,Banking,2.165,5289.18,38852,253880
842648,14/05/2021,no,0,2.541,Digital,6.448876509,301.12,1530,10840
842890,04/02/2021,no,2516,3.404,Digital,1.585,3049.02,20760,146352
842892,23/05/2021,no,1878,1.973,Digital,4,9028.68,35620,433376
842932,20/11/2021,no,266,36.308,Digital,5.04,147.6,10718,7084
843071,28/07/2021,no,94,5.157,Digital,12.25,1740.58,17954,83547
843086,07/07/2021,yes,-15,3.414,Banking,11.67881068,580.92,3966,10456
843108,17/11/2021,no,4962,3.805,Digital,3.75,2247.87,17106,107897
843178,10/07/2021,no,482,1.643,Banking,7.59135131,1528.3,5021,27509
843506,25/07/2021,no,26,2.217,Banking,12.82345342,1260.17,5588,22683
843778,13/05/2021,no,33,36.76,Digital,3,142.71,10492,6850
843814,13/05/2021,no,107,4.519,Digital,1.79,2312.5,20899,111000
844460,11/05/2021,no,295,2.234,Digital,6.414189358,4119.69,18405,148308
844520,05/05/2021,no,77,2.282,Banking,13.42389838,1282.84,5856,23091
844678,07/08/2021,no,-232,2.224,Banking,14.85284095,489.86,2179,8817
844995,04/02/2021,no,0,28.202,Banking,5,194.4,10965,9331
845107,15/05/2021,no,-184,2.066,Banking,2.116082317,3658.86,15122,65859
845308,15/05/2021,no,284,5.692,Digital,1.75,1212.64,13805,58206
845383,16/05/2021,no,136,1.742,Banking,3.767303804,7554.78,26323,135986
845411,12/05/2021,no,118,2.689,Banking,1.404470738,188.18,1012,3387
845426,11/08/2021,no,451,2.792,Digital,7.336979856,2283.53,12749,82207
845665,12/05/2021,yes,-149,4.889,Banking,14.90262428,5580.08,54557,100441
845841,23/05/2021,no,416,9.559,Banking,1.835,698.43,13352,33524
846114,13/05/2021,no,681,2.869,Banking,8.131546844,513.44,2946,9241
846128,19/11/2021,no,5238,4.08,Digital,2.5,3420.29,27912,164173
846316,03/04/2021,no,1136,2.464,Banking,14.19025216,3256.54,16048,58617
846319,21/11/2021,no,6958,5.379,Digital,11.125,1670.19,17968,80169
846353,22/07/2021,no,300,3.578,Banking,1.675,2658.7,19024,127617
846384,21/07/2021,no,98,2.764,Banking,1.803321886,869.31,4806,15647
846402,02/04/2021,no,-30,4.589,Banking,2.3,2178.67,19994,104576
846522,07/05/2021,no,0,3.277,Banking,2.25,8462.42,55460,406196
846537,28/07/2021,no,-147,1.744,Digital,6.181886696,407.67,1422,14676
846579,20/11/2021,no,1527,1.707,Digital,6.228290901,4365.23,14903,157148
846987,20/04/2021,no,514,3.227,Digital,2.175,4707.01,30381,225936
847058,18/07/2021,no,2378,5.216,Banking,2.085,1794.8,18723,86150
847062,17/06/2021,no,1735,4.342,Digital,4.443153338,3235.99,28104,116495
847069,12/05/2021,no,1047,15.151,Digital,1.5,398.35,12071,19120
847074,17/11/2021,no,97,4.319,Digital,5.615400315,2738.57,23657,98588
847188,05/05/2021,no,255,3.574,Digital,1.585,4667.89,33363,224058
847423,21/11/2021,no,1065,6.835,Digital,2.5,1068.55,14608,51290
847524,20/06/2021,no,3895,21.291,Digital,2,264.38,11258,12690
847560,07/05/2021,no,-88,6.475,Digital,1.55,1183.43,15325,56804
847709,15/05/2021,no,471,8.472,Banking,1.335,824.58,13972,39579
848336,21/07/2021,no,217,9.064,Digital,2.71,666.66,12085,31999
848357,02/02/2021,no,1811,2.337,Digital,2.25,9804.78,45827,470629
848425,28/05/2021,no,-36,3.706,Banking,10.21,3206.09,23761,153892
848569,20/04/2021,no,516,2.565,Digital,12.61280815,8291.22,42539,298483
848645,29/05/2021,no,1474,14.323,Banking,3,402.87,11541,19337
848646,23/05/2021,no,0,3.356,Digital,2,6509.24,43685,312443
848699,18/07/2021,no,5152,3.172,Banking,14.585,5284.35,33526,253648
848718,06/05/2021,no,-109,3.257,Banking,3.942861337,11139.02,72557,200502
848808,05/05/2021,no,75,3.236,Banking,4.217716338,2606.87,16870,46923
849254,16/05/2021,no,837,2.419,Digital,2.5,7385.03,35722,354481
849280,18/06/2021,no,2092,25.783,Digital,10.21,211.69,10916,10161
849314,17/04/2021,no,0,6.632,Banking,2.71,1203.53,15963,57769
849394,28/12/2021,no,3519,3.48,Banking,3,3574.74,24882,171587
849507,20/08/2021,no,956,6.285,Digital,1.5,1117.18,14044,53624
849520,04/07/2021,no,34,3.719,Banking,9.102321799,2927.97,21780,52703
849831,11/06/2021,no,5888,3.997,Digital,10,2452.67,19605,117728
850101,02/06/2021,no,21,7.121,Banking,14,1120.04,15951,53761
850274,19/08/2021,no,740,4.802,Digital,13.665,1528.35,14678,73360
850455,01/07/2021,no,935,30.953,Digital,4.25,174.41,10797,8371
850598,08/05/2021,no,1794,2.911,Banking,2.13,6418.48,37362,308087
850768,18/10/2021,no,9214,4.215,Digital,2.175,2563.83,21615,123063
850842,28/05/2021,no,-175,8.162,Digital,2.05,759.49,12398,36455
851023,30/07/2021,no,133,2.624,Banking,9.25,5350.41,28074,256819
851083,25/07/2021,no,830,5.858,Digital,2.04,1332.13,15608,63942
851189,25/07/2021,no,4039,2.443,Digital,1.885,5400.68,26391,259232
851432,16/07/2021,no,55,3.373,Banking,9.155823814,2501.21,16872,45021
851765,09/07/2021,no,124,3.327,Digital,1.5,4683.82,31166,224823
851809,09/05/2021,no,487,4.423,Banking,10.77066001,5283.69,46735,95106
851898,26/05/2021,no,930,4.119,Digital,2.5,1977.83,16295,94935
852276,28/08/2021,yes,-146,6.193,Digital,2.29,1319.98,16350,63359
852406,16/04/2021,no,284,1.996,Digital,3.170837118,6201.55,24756,223255
852410,27/05/2021,no,843,18.7,Banking,1.76,308.85,11551,14824
852549,23/06/2021,yes,-1036,5.15,Digital,1.5,1613.17,16616,77432
852608,02/02/2021,no,279,6.917,Banking,6.5,1103.32,15264,52959
852633,24/07/2021,no,1670,4.604,Digital,1.5,2198.3,20244,105518
852698,18/11/2021,no,839,3.417,Banking,4,3640.8,24880,174758
852967,31/07/2021,no,80,3.428,Digital,11.25,6438.38,44143,309042
853012,16/07/2021,no,5705,2.958,Banking,5.12924903,1766.83,10454,31802
853050,09/07/2021,no,-2093,2.614,Digital,10.22082704,7012.16,36653,252437
853087,09/07/2021,no,-22,5.765,Digital,2.175,1698.87,19588,81545
853458,11/07/2021,no,338,3.467,Banking,1.75,4566.19,31662,219177
853624,05/08/2021,no,3876,3.024,Digital,12.5,4950.96,29942,237646
853732,08/08/2021,no,254,2.362,Digital,10.5,8080.07,38167,387843
853775,27/05/2021,no,-512,10.233,Digital,2.55,667.4,13659,32035
853834,11/07/2021,no,392,8.097,Digital,15,960.76,15558,46116
853868,10/07/2021,no,393,2.462,Digital,1.5,7119.37,35053,341729
854012,12/05/2021,no,245,2.881,Banking,7,7650.75,44084,367236
854298,29/08/2021,no,7,1.709,Digital,11.45341908,845.87,2891,30451
854417,27/06/2021,no,283,3.722,Digital,1.54,4545.31,33831,218174
854459,28/07/2021,no,209,2.27,Digital,7.585,7431.71,33744,356722
854486,05/02/2021,no,126,5.414,Digital,2.75,1667.94,18061,80061
854628,09/07/2021,no,941,15.708,Digital,1.8,389.51,12237,18696
854758,07/07/2021,no,269,2.452,Banking,1.600219185,6323.29,31010,113819
854882,21/11/2021,no,1497,5.649,Digital,2.385,1436.45,16230,68949
854891,01/04/2021,no,1180,2.986,Digital,2.75,3559.1,21254,170836
854977,23/07/2021,no,458,3.43,Banking,9.241558409,1482.15,10169,26678
855034,20/08/2021,yes,-374,2.425,Banking,1.757287984,9088.95,44089,163601
855111,25/07/2021,no,294,4.612,Banking,6.909083859,335.88,3098,6045
855395,18/08/2021,no,42,7.534,Banking,1.715,1020.63,15379,48990
855410,04/06/2021,no,1616,4.335,Banking,3.085,2653.26,23004,127356
855510,21/11/2021,no,0,3.453,Digital,13.1675,2788.82,19262,133863
855533,07/05/2021,no,2710,2.304,Digital,9.857691431,3883.56,17899,139808
855951,18/11/2021,no,2110,4.059,Digital,9.79,3317.94,26935,159261
856078,17/07/2021,no,212,2.918,Digital,2.468735992,472.6,2758,17013
856152,19/05/2021,no,1146,3.637,Banking,12.6626436,2290.47,16660,41228
856246,14/07/2021,no,-128,11.54,Digital,9.54,529.02,12210,25392
856336,30/05/2021,no,1065,3.373,Digital,2.5,6338.87,42759,304265
856358,07/05/2021,no,7,2.77,Digital,8.275418218,311.89,1728,11228
856565,18/02/2021,no,407,2.641,Digital,6.98276881,1567.24,8278,56420
856753,21/07/2021,no,3795,11.317,Digital,6.04,557.45,12617,26757
856800,07/05/2021,yes,-212,1.825,Banking,1.730114979,1019.7,3721,18354
856852,08/05/2021,no,90,2.452,Banking,2.05,6542.46,32081,314038
856855,07/07/2021,no,-367,1.276,Digital,2,3445.86,8794,165401
856981,21/11/2021,no,0,2.957,?,2.59,10417.1,61606,500020
856987,13/05/2021,no,-633,5.595,Digital,2.5,1303.14,14583,62550
857179,04/02/2021,no,618,5.003,Banking,10.5,2134.68,21359,102464
857223,13/05/2021,no,0,4.222,Banking,1.437477867,155.98,1317,2807
857281,09/05/2021,no,253,3.807,Banking,14.86558759,4898.92,37304,88180
857302,05/02/2021,no,242,2.852,Digital,2.125,4195.12,23932,201365
857384,20/08/2021,no,-146,3.854,Banking,2.5,3260.32,25132,156495
857406,22/08/2021,no,49,4.446,Banking,2.05,2554.74,22717,122627
857443,30/07/2021,no,66,7.958,Digital,1.665,887.8,14130,42614
857479,18/07/2021,no,1050,2.555,Banking,7,6982.51,35675,335160
857509,07/08/2021,no,-23,3.159,Banking,13.94027238,731.64,4622,13169
857524,13/05/2021,no,323,11.26,Digital,2.5,558.69,12582,26817
857648,18/05/2021,no,1170,4.524,Digital,11.26963111,865.72,7833,31165
857689,14/05/2021,no,84,3.17,Digital,5.5,7260.31,46033,348494
857783,20/10/2021,no,69,3.374,Banking,13.5,5307.51,35810,254760
857822,14/08/2021,no,232,3.708,Digital,2.51,2492.29,18481,119629
857988,13/05/2021,no,1545,3.379,Digital,5.085,3558.07,24044,170787
858051,23/07/2021,no,1239,5.081,Digital,6.5,1868.6,18988,89692
858174,09/02/2021,no,79,3.371,Digital,10.5,2852.86,19235,136937
858176,20/11/2021,no,361,19.677,Banking,6.625,298.35,11741,14320
858238,07/07/2021,no,40,27.361,Digital,3.5,199.59,10922,9580
858241,06/02/2021,no,517,4.897,Banking,8.915354574,665.62,6519,11981
858338,26/05/2021,no,303,2.6,Digital,12.82186931,4956.18,25771,178422
858393,15/05/2021,no,-628,9.703,Banking,3.125,616.69,11968,29601
858604,04/06/2021,no,-347,2.996,Digital,9.0625,7363.37,44114,353441
858912,23/07/2021,no,-81,3.342,Digital,5.99936371,3841.46,25673,138292
859073,20/11/2021,no,264,9.982,Banking,2.04,641.96,12816,30814
859257,26/05/2021,no,199,2.956,Digital,9.75,3599.07,21276,172755
859545,27/08/2021,no,656,5.306,Digital,3.125,1728.19,18341,82953
859684,28/05/2021,no,882,1.882,Banking,3.860087535,5424.15,20420,97634
859694,17/04/2021,no,1127,4.589,Digital,2.135,1757.41,16130,84355
859795,25/07/2021,no,941,4.34,Banking,5.168200214,9138.71,79329,164496
859951,08/07/2021,no,3,5.858,Banking,3.125,1435.93,16822,68924
859976,27/05/2021,no,920,7.847,Banking,1.965,889.93,13967,42716
860070,24/07/2021,no,10350,2.514,Digital,13.71952247,9593.67,48233,345372
860372,18/06/2021,no,2310,4.237,Banking,11.75,2632.81,22311,126374
860475,18/07/2021,no,122,3.4,Digital,5.085,5976.79,40643,286885
860517,28/05/2021,no,43,1.57,Banking,6.445203468,724.17,2274,13035
860685,14/08/2021,yes,-397,1.631,Digital,8.603361031,2002.38,6532,72085
860964,11/07/2021,no,383,2.936,Digital,2,9127.7,53603,438129
860997,07/05/2021,no,250,2.14,Digital,13.65989056,5589.4,23923,201218
861148,28/07/2021,no,199,2.282,Banking,3.402536406,375.69,1715,6762
861154,24/07/2021,no,206,2.525,Banking,3.17839909,4183.81,21127,75308
861397,20/06/2021,no,3492,3.528,Banking,7,4371.38,30843,209826
861553,30/07/2021,yes,-42,4.841,Banking,14.34074425,5891.97,57045,106055
861868,29/01/2021,no,1422,2.762,Banking,2.035359841,151.87,839,2733
861978,07/05/2021,no,490,3.822,Banking,12.5963982,3467.21,26503,62409
862200,13/05/2021,no,1262,2.636,Banking,12,5779.63,30471,277422
862299,05/02/2021,no,7433,4.075,Digital,11.5,3365.21,27428,161530
862335,30/01/2021,no,6411,44.557,Digital,15,116.67,10397,5600
862473,30/07/2021,no,395,6.049,Banking,4.625,1380.38,16699,66258
862520,17/04/2021,no,736,3.644,Digital,1.84,5287.74,38538,253811
862557,03/06/2021,no,194,10.328,Digital,1.665,573.98,11856,27551
862617,09/09/2021,no,261,3.957,Banking,14.51168384,2829.43,22390,50929
862639,05/02/2021,no,1480,2.496,Digital,8.162586746,7637.09,38118,274935
862661,02/04/2021,no,471,1.853,Banking,11.77612606,3298.05,12221,59364
862704,23/07/2021,no,328,2.652,Banking,2.25,4797.65,25444,230287
862804,30/07/2021,no,555,3.331,Banking,6.470208248,4035.71,26889,72642
862808,18/07/2021,yes,-454,2.464,Banking,4.527156112,2036.62,10038,36659
862931,17/07/2021,no,1405,2.307,Digital,1.465,8029.65,37052,385423
863054,16/07/2021,no,7699,3.153,Digital,2.5,5073.16,31992,243511
863226,05/05/2021,no,137,4.513,Digital,2.13,2315.74,20903,111155
863255,28/05/2021,no,-310,6.55,Digital,1.59,1155.96,15144,55486
863274,18/11/2021,no,399,1.891,Digital,12.57344829,2657.81,10051,95681
863673,10/07/2021,no,-388,5.524,Digital,1.925,1310.94,14482,62925
863680,05/05/2021,no,18,8.083,Digital,2.25,805.76,13026,38676
863745,10/07/2021,no,205,1.962,Banking,2.04507595,6029.62,23658,108533
863792,17/11/2021,no,1241,5.311,Digital,15,1327.06,14097,63698
863948,16/06/2021,no,2321,3.463,Banking,14.94179748,4277.83,29626,77000
864409,19/08/2021,no,3,4.922,Banking,3,2170.32,21364,104175
864468,25/07/2021,no,1359,3.256,Banking,3.659831201,4175.09,27185,75151
864508,31/07/2021,no,-75,4.205,Banking,4.187164657,1585.79,13336,28544
864572,02/07/2021,no,-63,2.938,Digital,1.8,7332.55,43092,351962
864685,17/12/2021,no,955,2.567,Banking,2.59,7166.21,36787,343978
864786,05/02/2021,no,2400,2.764,Digital,2.04,9461.01,52300,454128
865276,28/07/2021,no,271,2.433,Digital,7.5,6043.67,29406,290096
865376,20/05/2021,no,160,1.645,Banking,12.31882036,451.56,1486,8128
865382,08/07/2021,no,1343,9.123,Banking,3,689.12,12573,33077
865429,18/11/2021,no,104,3.843,Banking,6,3063.76,23545,147060
865602,03/07/2021,no,-221,10.584,Digital,3.165,630.7,13351,30273
865657,06/08/2021,no,783,4.641,Banking,5,2110.75,19593,101316
865704,18/07/2021,no,-234,3.857,Digital,1.965,4264.66,32897,204703
865767,23/07/2021,no,-391,3.529,Digital,2.465,3490.9,24641,167563
865958,14/05/2021,no,283,2.676,Digital,10.92372191,204.62,1095,7366
866154,28/05/2021,no,-255,1.505,Digital,11.84020728,254.51,766,9162
866222,17/11/2021,yes,-355,4.682,Digital,3,1776.82,16638,85287
866321,10/07/2021,no,477,1.709,Digital,7.8040334,7924.53,27091,285283
866540,20/06/2021,no,1750,3.723,Banking,1.54,2416.95,17998,116013
866556,31/07/2021,no,411,2.429,Banking,7.484941928,3436.03,16689,61848
866640,20/06/2021,yes,0,2.97,Digital,2.5,3491.73,20741,167603
866721,30/01/2021,no,314,3.654,Digital,3,4571.95,33413,219453
866736,03/06/2021,no,3,3.155,Digital,4.25,5738.9,36215,275467
866755,18/11/2021,no,1217,3.657,Digital,4.415,4815.83,35226,231159
866826,15/07/2021,no,1091,3.396,Digital,3.04,6163.04,41857,295825
867150,07/05/2021,yes,0,4.429,Banking,2.55,3179.76,28166,152628
867152,13/08/2021,yes,-405,1.674,Banking,4.487486563,5647.44,18906,101653
867210,20/11/2021,no,4263,4.197,Digital,5.5,2527.67,21215,121328
867270,21/07/2021,no,503,11.909,Digital,1.5,534.82,12738,25671
867297,04/02/2021,no,328,2.56,Digital,14.26098358,247.06,1265,8894
867402,05/02/2021,no,596,4.81,Digital,1.757271397,310.99,2992,11195
867743,29/08/2021,no,413,4.361,Digital,2.425,4327.58,37744,207723
867901,09/02/2021,no,242,1.894,Banking,5.429743332,5093.18,19289,91677
868036,19/06/2021,no,1857,2.82,Banking,12.125,7513.69,42376,360657
868048,14/05/2021,no,-256,4.16,Digital,8.570066063,207.71,1728,7477
868206,20/04/2021,no,0,2.324,Digital,1.753254559,2032.39,9448,73166
868312,19/06/2021,no,712,10.89,Banking,2.05,537.5,11707,25800
868424,28/08/2021,no,156,24.371,Banking,1.885,226.21,11026,10858
868430,18/07/2021,no,22,2.546,Digital,11.45813582,5173.99,26349,186263
868677,12/05/2021,no,616,4.055,Banking,3.099037747,1093.06,8865,19675
868976,21/07/2021,no,-443,15.06,Banking,3,394.46,11881,18934
869133,06/05/2021,no,2468,2.552,Digital,1.675,9040.8,46136,433958
869146,27/11/2021,no,1982,4.525,Digital,2.875,2588.79,23431,124261
869310,21/11/2021,no,6157,4.445,Digital,6.709434384,2989.61,26579,107625
869320,28/05/2021,no,1731,8.764,Banking,3.75,821.72,14403,39442
869419,20/08/2021,no,0,2.985,Banking,2.385,4330.87,25855,207881
869922,17/06/2021,no,2703,3.772,Digital,7,3116.26,23506,149580
869936,31/07/2021,no,-1,8.315,Digital,11.75,875.17,14554,42008
870171,29/07/2021,no,5517,3.132,Banking,2.34,4628.23,28990,222155
870489,23/07/2021,no,831,2.426,Banking,14.54645949,5006.97,24293,90125
870584,14/05/2021,no,704,25.714,Digital,1.375,219.47,11287,10534
870905,10/08/2021,no,473,6.455,Digital,1.733854055,1180.41,15240,56659
871115,12/05/2021,no,0,3.023,Digital,5,5030.15,30412,241447
871251,19/11/2021,no,203,1.943,Banking,12.50641612,2786.16,10826,50150
871520,07/07/2021,no,92,3.992,Digital,2.306723439,1275.84,10186,45930
871525,31/07/2021,no,-983,2.936,Digital,15,7400.72,43451,355234
871561,19/11/2021,no,1014,7.361,Banking,2,1003.16,14769,48151
871616,20/05/2021,no,0,19.631,Banking,6.5,293.51,11524,14088
871644,21/07/2021,no,188,2.721,Banking,13.22331523,2342.37,12749,42162
871656,28/04/2021,no,0,8.045,Digital,5,795.64,12802,38190
871718,13/08/2021,no,3754,27.502,Digital,11,196.15,10789,9415
871891,11/05/2021,no,-94,3.706,Digital,2.875,2740.06,20311,131522
872100,28/05/2021,no,317,4.479,Digital,1.635,2564.37,22971,123089
872146,20/08/2021,no,169,3.562,Banking,2.385,4306.74,30685,206723
872222,20/04/2021,no,1522,3.09,Banking,9.0625,10706.76,66178,513924
872738,08/07/2021,no,663,1.889,Banking,4.927284238,616.89,2331,11104
872946,08/07/2021,no,1139,4.637,Digital,2.335,2534.01,23499,121632
872948,07/05/2021,no,1904,3.183,Digital,14.9624625,4101.11,26104,147639
873130,24/07/2021,no,471,2.331,Banking,3.953380092,809.8,3775,14576
873179,03/02/2021,no,-346,2.97,Digital,8,9283.36,55136,445601
873306,17/06/2021,no,2491,2.741,Banking,14.33074264,2979.44,16332,53629
873321,09/07/2021,no,387,2.45,Banking,6.885349868,5156.33,25264,92813
873432,17/11/2021,no,0,3.002,Banking,1.5,5854.04,35143,280993
873507,13/08/2021,no,1803,7.492,Digital,9.54,1052.81,15776,50534
873513,18/08/2021,no,771,3.028,Digital,13.80479276,4246.23,25712,152864
873681,28/08/2021,no,-272,6.799,Digital,2.3,1118.15,15205,53671
873763,07/07/2021,yes,1085,2.508,Banking,12.95222953,681.79,3420,12272
873794,29/05/2021,no,816,4.384,Digital,11,2654.54,23275,127417
874002,15/05/2021,no,148,3.27,Banking,13.17892685,829.54,5425,14931
874150,12/05/2021,no,-407,3.896,Digital,5,3826.9,29823,183691
874720,20/06/2021,no,165,18.795,Digital,3.5,309.55,11636,14858
874735,29/01/2021,no,-407,6.904,Banking,9.79,1084.41,14974,52051
874967,01/07/2021,no,374,25.508,Banking,5.5,213.56,10895,10250
875118,28/07/2021,no,129,2.481,Banking,14.79105157,1680.67,8341,30252
875129,13/05/2021,no,1203,11.5,Banking,2.175,527.35,12129,25312
875345,15/07/2021,no,254,20.59,Banking,10.5,273.19,11250,13113
875717,26/05/2021,no,26,2.324,Banking,13.85261,5753.77,26738,103567
875829,04/02/2021,no,1667,5.8,Digital,7.625,1365.96,15845,65566
876130,17/10/2021,no,-90,1.883,Digital,9.7634085,478.1,1801,17211
876391,16/05/2021,no,901,3.693,Banking,5.220147367,2145.68,15849,38622
876524,20/11/2021,no,615,3.611,Digital,1.738348433,389.75,2815,14031
876560,03/06/2021,no,146,15.8,Digital,2.71,354.85,11213,17032
876895,29/01/2021,no,232,3.221,Digital,14.5,4005.55,25806,192266
877048,19/11/2021,no,359,4.119,Digital,3.54,3332.95,27458,159981
877529,20/05/2021,no,660,7.077,Digital,5.085,1044.06,14777,50114
877619,22/07/2021,no,-247,2.257,Banking,8.779608881,6160.97,27805,110897
877694,26/06/2021,no,159,2.845,Digital,6.5,4305.62,24501,206669
877733,26/05/2021,no,283,3.396,Digital,1.5,4255.95,28905,204285
877917,18/05/2021,no,1299,2.169,Banking,5.45973667,2642.14,11460,47558
877968,28/08/2021,yes,-123,3.253,Banking,1.635,6732.3,43796,323150
878018,30/05/2021,no,192,18.56,Digital,11.5,297.3,11036,14270
878141,19/08/2021,no,295,3.107,Digital,2.135128119,2014.36,12516,72516
878344,21/11/2021,no,4173,3.799,Digital,9.54,4282.44,32534,205557
878352,17/11/2021,no,-78,1.909,Digital,7.190056515,2866.85,10944,103206
878363,05/02/2021,no,956,2.132,Digital,3,9669.29,41222,464125
878393,28/05/2021,no,525,3.97,Banking,7.625,2593.06,20587,124466
878503,06/05/2021,no,77,2.363,Banking,14.05342239,973.86,4603,17529
878582,21/11/2021,no,2058,2.249,Digital,8.887887879,505.72,2275,18205
878724,21/07/2021,no,44,1.882,Banking,2.135,1093.45,4115,52485
878736,06/05/2021,no,465,1.724,Banking,7.40890358,1175.2,4053,21153
878847,20/05/2021,no,4622,9.316,Banking,4.25,772.3,14389,37070
879003,03/06/2021,no,432,2.034,Banking,6.820644583,1589.84,6468,28617
879018,07/04/2021,no,0,4.808,Digital,1.55,2046.54,19678,98233
879159,31/07/2021,no,99,2.174,Banking,3.644128306,6950.92,30229,125116
879168,28/07/2021,no,814,4.91,Digital,4.415,2276.5,22357,109272
879187,14/07/2021,no,248,4.143,Banking,2.5,3148.65,26090,151135
879246,26/08/2021,no,1578,4.006,Digital,5,2714.5,21748,130296
879396,08/07/2021,no,0,8.042,Digital,6.5,902.32,14513,43311
879401,23/07/2021,no,-709,4.702,Digital,1.8,2181.36,20513,104705
879435,23/07/2021,no,0,5.831,Digital,11,1612.13,18802,77382
879814,18/06/2021,no,629,2.759,Banking,9.913688634,733.76,4049,13207
879818,20/04/2021,yes,-443,4.526,Digital,2.175,2066.07,18704,99171
879883,19/08/2021,no,1063,3.526,Banking,2,5459.97,38501,262078
